date,open,high,low,close,volume
2018-04-26,127.24,127.24,122.44,124.68,861737
2018-04-27,124.86,124.86,122.51,122.66,829130
2018-04-30,121.93,123.07,119.24,119.77,843026
2018-05-01,113.39,114.85,110.67,113.87,3123431
2018-05-02,114.13,116.19,112.72,113.02,1067172
2018-05-03,112.91,113.63,111.22,111.37,785860
2018-05-04,111.11,112.52,110.93,112.12,1357131
2018-05-07,112.59,113.31,109.98,110.22,915874
2018-05-08,110.77,113.15,110.64,112.78,1178367
2018-05-09,113.45,114.78,112.18,113.9,888909
2018-05-10,114.19,114.2553,111.63,113.52,893907
2018-05-11,113.53,115.37,113.08,114.34,661794
2018-05-14,114.31,115.7,113.95,115.65,572981
2018-05-15,115.6,116.78,115.3,115.88,989880
2018-05-16,116.16,118.0699,116.16,117.02,398530
2018-05-17,116.78,119.12,116.78,118.74,629811
2018-05-18,119.01,119.56,117.75,118.16,494380
2018-05-21,118.77,121.5999,118.77,120.59,762193
2018-05-22,121.06,121.46,119.11,119.2,339696
2018-05-23,118.26,119.18,116.86,118.1,419892
2018-05-24,117.46,119.82,117.0,119.12,697005
2018-05-25,118.73,120.17,118.15,119.6,408654
2018-05-29,118.56,120.83,117.93,118.93,679956
2018-05-30,119.79,121.7,118.77,121.52,583203
2018-05-31,122.01,122.02,118.08,118.25,1180290
2018-06-01,119.12,119.685,118.33,118.59,638064
2018-06-04,119.14,119.58,116.71,117.95,714400
2018-06-05,117.99,119.745,117.15,119.15,482656
2018-06-06,119.71,121.61,118.61,121.48,425572
2018-06-07,121.49,122.46,120.69,121.5,515889
2018-06-08,120.96,121.93,120.5,121.84,608793
2018-06-11,122.4,122.5,119.06,119.11,870656
2018-06-12,119.22,123.78,119.22,123.6,920098
2018-06-13,123.78,124.81,122.375,123.61,863419
2018-06-14,123.87,125.0,119.77,120.77,1016423
2018-06-15,120.01,123.34,119.23,122.21,8973244
2018-06-18,121.9,124.34,121.22,123.11,687484
2018-06-19,121.88,122.055,118.58,120.43,581446
2018-06-20,120.13,121.02,117.19,119.98,493836
2018-06-21,119.72,119.985,117.44,117.96,407043
2018-06-22,119.01,121.99,118.495,121.41,1128741
2018-06-25,120.46,121.49,118.7,120.11,678070
2018-06-26,120.39,120.99,119.5516,120.28,510597
2018-06-27,120.25,123.145,119.7,119.85,796800
2018-06-28,119.29,119.49,113.91,115.39,1060566
2018-06-29,115.88,118.43,115.07,115.87,918935
2018-07-02,115.26,117.88,115.01,117.12,905931
2018-07-03,129.16,139.69,128.64,132.05,3175031
2018-07-05,133.54,134.0,125.56,126.1,2422087
2018-07-06,126.24,129.06,125.225,128.47,1365618
2018-07-09,129.33,129.46,127.42,127.85,808597
2018-07-10,128.48,130.88,127.71,130.65,844387
2018-07-11,129.83,134.11,128.665,132.66,1439167
2018-07-12,134.02,134.17,131.47,132.36,672122
2018-07-13,132.19,135.5,131.44,134.46,809825
2018-07-16,133.77,134.52,131.03,132.33,704302
2018-07-17,131.39,133.12,129.99,130.91,576490
2018-07-18,129.57,132.49,129.57,131.85,592375
2018-07-19,133.11,134.48,131.81,133.64,627270
2018-07-20,133.38,133.5,130.1,130.29,537061
2018-07-23,130.31,131.86,129.1,130.27,305965
2018-07-24,131.54,133.1495,130.37,130.93,425974
2018-07-25,130.99,133.26,129.92,133.1,397356
2018-07-26,132.77,134.89,131.82,133.9,386225
2018-07-27,133.85,134.5695,133.06,134.34,428446
2018-07-30,134.2,138.3,134.2,136.09,759338
2018-07-31,136.67,140.81,136.05,139.03,708018
2018-08-01,138.62,139.3,135.61,135.67,449616
2018-08-02,134.81,137.24,134.08,135.77,393138
2018-08-03,136.25,138.35,135.36,136.48,364037
2018-08-06,136.43,138.43,136.41,138.16,361681
2018-08-07,138.09,138.16,136.4,136.89,317936
2018-08-08,136.91,136.91,133.18,134.16,371582
2018-08-09,134.45,136.15,134.41,135.17,242408
2018-08-10,134.72,136.435,133.56,135.71,218618
2018-08-13,136.11,137.38,134.84,135.87,262590
2018-08-14,136.42,138.57,136.1,137.5,290655
2018-08-15,137.06,140.475,135.94,140.07,507878
2018-08-16,140.46,143.1,140.23,142.35,591737
2018-08-17,142.25,143.91,141.5,143.69,452070
2018-08-20,143.94,145.6,143.25,145.09,417284
2018-08-21,145.58,149.12,145.48,148.1,516369
2018-08-22,147.57,148.61,145.695,148.39,337932
2018-08-23,148.25,148.25,146.51,147.58,436749
2018-08-24,147.98,149.4097,146.87,149.03,295929
2018-08-27,150.25,154.42,149.5,153.5,587509
2018-08-28,153.5,155.25,151.515,151.89,701870
2018-08-29,152.4,153.03,150.526,153.0,444244
2018-08-30,152.78,152.84,150.0,151.5,467083
2018-08-31,150.52,153.5,150.28,152.84,313399
2018-09-04,152.47,152.68,149.86,150.72,337063
2018-09-05,150.1,152.42,149.92,151.93,382480
2018-09-06,152.41,153.05,150.0,150.46,313580
2018-09-07,155.69,161.3413,155.35,156.41,761630
2018-09-10,157.28,158.47,152.62,154.95,528428
2018-09-11,155.12,159.18,154.58,158.21,504138
2018-09-12,152.9,158.36,148.825,155.11,1566198
2018-09-13,155.3,159.92,155.3,158.12,639646
2018-09-14,157.83,162.0,157.56,159.1,841574
2018-09-17,159.3,160.46,156.84,158.22,464851
2018-09-18,158.15,160.0,156.555,159.89,402968
2018-09-19,160.09,161.0,157.04,157.63,443275
2018-09-20,158.94,161.6,157.58,161.13,663927
2018-09-21,163.35,173.01,163.35,165.06,1707593
2018-09-24,163.85,163.995,160.1,162.82,465924
2018-09-25,163.67,163.67,160.93,161.63,378203
2018-09-26,162.25,162.585,159.11,159.41,364071
2018-09-27,159.54,160.065,157.16,158.54,471192
2018-09-28,158.27,160.395,156.11,157.2,687467
2018-10-01,158.64,160.035,154.27,155.18,702211
2018-10-02,154.64,157.73,153.88,155.48,812476
2018-10-03,147.1,148.48,132.0,135.01,5016336
2018-10-04,133.85,139.85,133.85,135.46,1869838
2018-10-05,134.61,135.25,128.945,130.99,1291865
2018-10-08,130.0,130.43,128.075,129.05,654400
2018-10-09,128.02,128.8438,125.69,126.05,604414
2018-10-10,125.27,125.74,121.13,121.26,905525
2018-10-11,121.0,122.53,119.22,119.44,968172
2018-10-12,120.64,123.12,119.19,122.77,954246
2018-10-15,122.7,124.73,121.7,123.0,403678
2018-10-16,123.43,126.99,122.2,126.74,415538
2018-10-17,126.03,127.94,125.175,126.66,399695
2018-10-18,125.94,127.46,124.65,125.69,473725
2018-10-19,125.48,125.8,122.989,123.94,494788
2018-10-22,124.63,124.85,121.51,122.44,443850
2018-10-23,120.62,121.53,117.47,121.01,525636
2018-10-24,120.48,121.17,116.15,116.36,383210
2018-10-25,117.56,120.53,116.49,119.29,323649
2018-10-26,117.3,120.05,116.43,118.48,412366
2018-10-29,120.03,123.4685,118.21,119.25,626738
2018-10-30,119.72,124.83,118.72,124.44,423797
2018-10-31,125.55,127.97,124.19,125.64,637127
2018-11-01,126.83,132.2,126.5,131.51,593215
2018-11-02,132.75,133.69,129.885,131.01,501996
2018-11-05,130.31,132.17,129.27,130.43,378344
2018-11-06,129.89,134.27,129.89,132.66,369077
2018-11-07,134.62,134.68,127.91,129.37,647885
2018-11-08,128.53,130.8089,127.07,127.35,569294
2018-11-09,126.41,127.82,124.08,126.94,526189
2018-11-12,127.18,127.18,122.995,124.82,437742
2018-11-13,125.07,127.8,123.34,124.55,448717
2018-11-14,125.99,127.66,123.785,124.07,475355
2018-11-15,123.75,125.46,122.56,123.97,496940
2018-11-16,123.45,127.35,123.45,125.91,577586
2018-11-19,125.74,127.16,123.34,123.78,340953
2018-11-20,122.53,124.24,120.42,121.12,351896
2018-11-21,121.25,125.35,120.65,123.84,203506
2018-11-23,122.48,124.41,122.31,122.66,75043
2018-11-26,124.06,127.16,123.92,126.82,327947
2018-11-27,126.86,130.115,125.67,126.63,525295
2018-11-28,127.43,128.78,124.65,128.58,289447
2018-11-29,127.83,130.88,127.06,129.06,269848
2018-11-30,128.37,130.43,126.9,130.02,417838
2018-12-03,132.2,133.7,128.26,128.91,376618
2018-12-04,129.2,129.97,119.79,120.0,492549
2018-12-06,118.21,120.68,114.26,120.44,888435
2018-12-07,120.2,123.72,117.0,117.9,395536
2018-12-10,117.77,119.025,115.05,116.34,516420
2018-12-11,118.65,120.505,114.81,115.71,493032
2018-12-12,117.65,119.84,116.0,116.57,469737
2018-12-13,117.08,118.5,115.91,116.75,458343
2018-12-14,115.29,119.575,115.29,118.35,410870
2018-12-17,118.24,119.5,115.05,115.77,639490
2018-12-18,116.92,118.54,116.07,116.95,599294
2018-12-19,116.99,118.59,109.02,110.89,631271
2018-12-20,110.89,113.86,107.6538,109.15,504595
2018-12-21,108.99,109.84,105.65,106.44,842232
2018-12-24,106.32,106.95,103.48,105.8,190040
2018-12-26,105.91,110.79,104.33,110.74,313230
2018-12-27,109.08,113.38,108.74,113.31,286486
2018-12-28,113.25,115.98,112.56,114.09,528855
2018-12-31,114.46,114.95,112.2,114.95,246383
2019-01-02,113.11,116.18,111.71,115.23,465800
2019-01-03,114.2,114.285,110.04,111.45,306873
2019-01-04,112.92,117.32,112.73,116.67,261048
2019-01-07,117.79,119.97,116.46,118.41,401683
2019-01-08,119.63,122.11,117.35,120.54,402967
2019-01-09,125.6,127.715,115.25,117.14,1134852
2019-01-10,116.4,123.94,115.21,122.05,955771
2019-01-11,121.22,122.74,119.6738,121.73,349036
2019-01-14,121.43,121.95,119.31,121.52,461652
2019-01-15,121.23,121.745,118.805,119.1,359190
2019-01-16,119.1,120.6,117.15,117.34,527135
2019-01-17,116.59,118.98,116.21,118.33,491191
2019-01-18,119.71,121.22,118.61,120.57,374089
2019-01-22,119.55,119.71,115.1,116.14,356732
2019-01-23,116.47,117.48,114.95,115.55,276408
2019-01-24,115.21,118.35,115.21,117.35,246663
2019-01-25,118.61,120.91,118.3,118.79,227782
2019-01-28,117.47,119.13,116.29,118.67,231163
2019-01-29,119.39,119.41,117.45,118.77,233612
2019-01-30,119.74,119.91,117.84,118.49,333944
2019-01-31,118.52,121.97,117.855,120.91,340597
2019-02-01,121.15,122.96,120.83,121.95,344154
2019-02-04,121.63,123.31,121.2,122.07,267522
2019-02-05,122.27,125.21,122.08,125.03,413764
2019-02-06,124.66,127.86,124.66,126.81,544007
2019-02-07,125.96,126.9,123.28,124.54,419474
2019-02-08,123.6,125.7,123.6,125.56,432854
2019-02-11,126.02,128.28,125.02,126.94,359067
2019-02-12,128.12,134.12,127.851,133.79,568359
2019-02-13,134.29,134.91,131.15,132.05,550136
2019-02-14,131.52,132.05,129.54,129.89,487145
2019-02-15,130.94,132.36,129.9291,131.09,469651
2019-02-19,130.29,131.18,129.05,129.76,275029
2019-02-20,130.12,130.22,127.919,128.57,648732
2019-02-21,128.22,129.22,127.6,128.19,267479
2019-02-22,128.82,130.78,128.28,130.63,391308
2019-02-25,131.48,133.28,131.28,131.63,355742
2019-02-26,130.5,132.21,130.055,131.95,352150
2019-02-27,131.65,131.8,130.2,131.13,356070
2019-02-28,130.72,132.47,129.79,130.12,380892
2019-03-01,131.54,132.73,130.64,132.28,289360
2019-03-04,132.59,133.96,131.43,132.5,419349
2019-03-05,132.34,132.35,129.82,129.9,314678
2019-03-06,133.38,133.6,131.19,131.58,345250
2019-03-07,131.39,132.75,129.26,132.36,350209
2019-03-08,130.7,131.16,128.62,128.91,312897
2019-03-11,129.01,130.64,128.17,130.45,396312
2019-03-12,130.76,131.63,129.88,130.97,190219
2019-03-13,131.63,133.6,131.04,132.33,303986
2019-03-14,131.86,132.27,130.9,131.39,176057
2019-03-15,131.67,132.54,130.48,130.75,427273
2019-03-18,130.6,131.81,129.67,130.74,352045
2019-03-19,131.11,131.49,127.84,128.52,407177
2019-03-20,127.18,127.18,121.325,123.02,573654
2019-03-21,123.0,125.61,121.55,123.17,542884
2019-03-22,122.63,123.8439,118.77,118.95,280328
2019-03-25,118.68,119.83,117.89,118.48,380548
2019-03-26,119.08,120.8,117.86,118.81,401493
2019-03-27,118.42,120.17,118.42,119.21,429262
2019-03-28,119.79,120.6974,116.14,119.48,544814
2019-03-29,120.73,121.41,119.19,120.01,379973
2019-04-01,121.47,123.85,121.0,123.66,413286
2019-04-02,123.79,124.21,121.69,123.89,670889
2019-04-03,128.34,137.72,128.12,134.79,2113264
2019-04-04,135.46,136.94,132.32,136.85,897945
2019-04-05,137.22,139.91,136.6,138.99,529915
2019-04-08,138.66,140.82,137.84,139.78,364335
2019-04-09,138.99,140.43,138.16,139.48,429659
2019-04-10,139.78,140.19,138.35,139.86,245400
2019-04-11,140.0,140.99,139.0905,140.88,239644
2019-04-12,141.64,143.05,141.11,143.0,228050
2019-04-15,143.47,144.48,142.01,144.37,322931
2019-04-16,144.5,144.88,141.15,141.76,452350
2019-04-17,142.11,143.065,140.02,141.23,376496
2019-04-18,142.42,142.98,141.24,142.44,326459
2019-04-22,141.55,144.22,141.09,143.98,289487
2019-04-23,144.73,147.05,143.4,146.32,385791
2019-04-24,146.45,147.295,145.5214,146.15,277483
2019-04-25,144.88,146.17,143.93,145.41,224297
2019-04-26,145.24,146.45,145.105,145.8,208915
2019-04-29,146.34,146.6,145.37,145.92,136400
2019-04-30,146.19,146.94,145.575,146.33,300152
2019-05-01,146.47,147.44,143.54,144.33,244348
2019-05-02,144.38,145.8,143.11,144.53,307136
2019-05-03,144.06,145.92,143.95,145.11,395322
2019-05-06,141.86,145.76,140.88,145.5,464227
2019-05-07,143.86,144.86,142.56,143.8,268552
2019-05-08,143.56,146.3,143.36,144.64,236666
2019-05-09,143.75,143.92,141.07,143.2,302529
2019-05-10,142.92,144.17,140.61,143.55,150594
2019-05-13,140.75,141.14,137.5,138.0,198783
2019-05-14,138.66,139.57,137.14,137.4,250662
2019-05-15,136.04,137.59,134.3,136.74,346623
2019-05-16,137.69,139.3,136.65,138.0,353556
2019-05-17,136.53,137.37,134.97,135.06,205861
2019-05-20,133.73,135.185,132.71,134.79,305226
2019-05-21,135.85,138.47,135.73,137.16,236712
2019-05-22,136.11,139.03,136.11,138.89,291046
2019-05-23,136.69,137.28,134.8,136.29,235996
2019-05-24,137.64,137.64,135.37,135.51,245790
2019-05-28,135.26,137.2,134.44,135.16,287883
2019-05-29,134.45,134.45,130.93,131.81,213527
2019-05-30,132.37,133.97,130.86,133.08,193146
2019-05-31,124.97,125.09,120.56,123.67,822495
2019-06-03,123.66,128.3,123.66,125.95,464963
2019-06-04,127.26,132.1,126.62,131.88,445630
2019-06-05,131.9,133.97,129.33,133.3,413458
2019-06-06,133.37,133.93,130.96,131.18,321398
2019-06-07,131.99,132.465,130.44,130.68,282482
2019-06-10,131.32,135.14,131.32,134.03,204555
2019-06-11,135.14,136.85,132.7,133.57,272202
2019-06-12,133.1,134.06,132.03,133.63,332905
2019-06-13,134.44,135.955,132.57,135.51,198568
2019-06-14,134.88,135.25,131.68,133.5,169227
2019-06-17,133.27,134.29,131.37,131.81,214577
2019-06-18,133.8,136.745,133.605,134.5,352845
2019-06-19,134.89,134.89,131.49,132.53,282076
2019-06-20,135.21,135.325,132.35,134.2,349527
2019-06-21,134.0,135.2,133.23,134.17,318939
2019-06-24,135.01,137.045,133.51,135.4,515114
2019-06-25,135.45,135.8,133.41,133.63,264018
2019-06-26,134.3,135.73,133.57,134.54,302610
2019-06-27,135.23,135.5,133.63,134.25,362768
2019-06-28,134.6,138.51,134.16,137.91,563824
2019-07-01,139.91,142.0,139.0196,141.02,590498
2019-07-02,127.92,133.52,120.7565,129.95,3462491
2019-07-03,130.01,136.74,129.9,135.17,624195
2019-07-05,133.81,134.89,127.1,130.69,839888
2019-07-08,129.83,132.93,129.3579,131.47,555992
2019-07-09,130.63,131.73,129.27,129.98,432070
2019-07-10,130.71,131.28,127.41,127.95,523795
2019-07-11,128.15,128.89,126.45,128.01,519420
2019-07-12,128.71,131.51,128.525,130.64,433962
2019-07-15,131.23,133.515,130.0,133.29,536364
2019-07-16,133.01,134.92,132.78,132.93,419810
2019-07-17,132.88,133.4,130.86,131.16,378857
2019-07-18,131.29,131.41,129.95,130.82,244029
2019-07-19,131.44,132.99,131.12,131.2,366562
2019-07-22,131.51,132.3,130.59,131.07,333745
2019-07-23,131.99,133.99,131.0,133.77,314725
2019-07-24,133.15,135.81,132.415,135.17,277363
2019-07-25,134.84,136.085,133.57,133.92,231914
2019-07-26,134.1,135.77,133.61,135.5,277911
2019-07-29,135.1,135.47,133.61,134.86,222376
2019-07-30,134.03,136.56,134.03,136.44,256312
2019-07-31,136.63,137.44,133.93,134.22,322840
2019-08-01,134.41,135.64,130.56,130.97,335856
2019-08-02,130.98,131.89,129.68,130.76,288715
2019-08-05,128.12,128.91,126.2,127.56,328195
2019-08-06,128.49,131.12,127.9601,130.87,182954
2019-08-07,128.84,130.78,128.5,130.32,245187
2019-08-08,131.36,133.44,131.36,132.38,397631
2019-08-09,131.32,131.42,127.955,129.31,189503
2019-08-12,125.66,130.02,125.26,126.04,158091
2019-08-13,125.66,131.59,125.26,128.34,299399
2019-08-14,125.87,126.36,123.32,123.55,226120
2019-08-15,123.71,123.75,120.31,121.65,248279
2019-08-16,122.57,125.45,122.01,123.99,237167
2019-08-19,126.15,126.94,124.65,125.0,348906
2019-08-20,124.69,124.77,122.9,123.51,177061
2019-08-21,124.85,126.53,124.34,124.71,183387
2019-08-22,125.28,126.11,124.26,125.55,98309
2019-08-23,124.66,125.17,121.26,121.57,256277
2019-08-26,122.45,123.0,120.03,120.96,216600
2019-08-27,122.23,122.23,119.54,120.71,211299
2019-08-28,120.2,121.85,119.12,121.0,199058
2019-08-29,122.44,125.67,122.44,125.22,186460
2019-08-30,125.98,127.36,125.25,125.41,221724
2019-09-03,124.55,125.08,119.88,121.18,294852
2019-09-04,123.05,124.76,122.92,124.6,182835
2019-09-05,126.92,128.17,124.09,124.75,349283
2019-09-06,124.59,126.13,123.21,125.84,332054
2019-09-09,126.59,129.9,126.14,129.16,323505
2019-09-10,129.57,134.22,124.33,134.22,370136
2019-09-11,134.53,140.79,132.335,138.99,468803
2019-09-12,138.94,139.3,136.09,136.76,261253
2019-09-13,137.71,139.62,135.95,139.16,296091
2019-09-16,138.24,139.5,136.98,138.43,224012
2019-09-17,137.76,137.76,134.37,135.18,223238
2019-09-18,134.09,134.78,132.38,134.12,252293
2019-09-19,134.47,135.97,133.09,134.87,163441
2019-09-20,135.36,137.65,135.11,135.57,454139
2019-09-23,134.93,138.05,133.93,137.17,248486
2019-09-24,135.72,136.9,130.31,130.61,423778
2019-09-25,130.43,133.86,130.1,130.2,871611
2019-09-26,131.13,132.9,130.31,130.66,1029051
2019-09-27,131.92,133.12,129.265,132.29,567319
2019-09-30,132.03,135.78,132.03,134.79,527904
2019-10-01,135.73,137.03,129.0,129.46,484683
2019-10-02,106.4,117.39,105.95,114.97,3258775
2019-10-03,115.69,120.86,115.65,120.13,1149842
2019-10-04,120.18,121.27,117.99,121.15,586878
2019-10-07,120.85,122.12,119.33,119.47,416176
2019-10-08,118.0,119.1,116.24,117.13,464535
2019-10-09,118.67,119.83,117.405,118.62,267327
2019-10-10,118.86,121.82,118.61,120.03,352739
2019-10-11,122.55,124.23,121.74,122.02,339211
2019-10-14,121.43,123.05,121.32,122.04,229072
2019-10-15,122.71,125.44,122.34,124.77,442851
2019-10-16,120.34,124.09,119.6,123.26,473361
2019-10-17,124.49,125.2,121.9,123.2,346692
2019-10-18,122.68,124.3,122.135,122.93,297153
2019-10-21,123.85,125.29,123.36,123.86,300113
2019-10-22,124.0,126.865,122.68,125.47,347209
2019-10-23,125.26,127.6,125.19,127.28,304799
2019-10-24,127.86,127.87,123.66,124.29,401184
2019-10-25,124.79,126.09,124.3,124.9,188799
2019-10-28,125.51,128.31,125.51,127.55,282135
2019-10-29,126.6,128.71,126.35,127.98,361124
2019-10-30,128.0,129.03,125.8451,128.63,320790
2019-10-31,128.4,128.6,123.81,124.79,299439
2019-11-01,126.24,127.33,125.61,125.99,286586
2019-11-04,127.87,131.25,127.36,130.82,408673
2019-11-05,130.8,132.02,130.14,131.82,457677
2019-11-06,131.38,132.38,127.91,129.02,600701
2019-11-07,130.39,131.31,127.67,128.14,238445
2019-11-08,127.44,128.55,126.3,128.08,223079
2019-11-11,126.59,128.19,125.68,127.1,184355
2019-11-12,127.44,128.73,125.94,126.05,520543
2019-11-13,125.19,127.53,124.78,125.09,384065
2019-11-14,124.74,127.33,124.64,126.83,221415
2019-11-15,127.89,128.97,127.34,128.38,303724
2019-11-18,127.39,128.89,126.42,128.58,241645
2019-11-19,129.0,129.5,127.95,128.0,253618
2019-11-20,127.64,129.19,127.1,127.47,289409
2019-11-21,127.62,128.65,125.34,126.8,166383
2019-11-22,127.08,127.83,126.17,127.31,254151
2019-11-25,128.25,131.0,127.65,129.47,286796
2019-11-26,129.8,132.265,129.14,132.19,684912
2019-11-27,133.18,133.3,131.07,133.21,333784
2019-11-29,132.74,133.36,130.62,130.78,197393
2019-12-02,131.17,133.085,130.1,130.67,263392
2019-12-03,128.34,128.77,126.77,128.18,315389
2019-12-04,129.22,130.99,129.07,129.33,417809
2019-12-05,129.85,133.56,129.85,133.39,411768
2019-12-06,134.88,136.22,132.71,133.8,372914
2019-12-09,133.58,134.43,132.29,133.01,226767
2019-12-10,132.55,133.62,131.7875,133.53,275012
2019-12-11,133.35,134.63,130.38,131.54,333103
2019-12-12,132.07,133.21,131.515,133.13,329670
2019-12-13,132.94,133.36,129.77,130.8,261296
2019-12-16,131.5,133.43,130.65,132.31,387345
2019-12-17,133.32,137.22,132.37,137.03,377826
2019-12-18,137.44,138.325,135.825,138.16,323711
2019-12-19,137.63,137.63,135.275,136.48,408184
2019-12-20,137.86,137.86,135.79,136.48,674849
2019-12-23,136.58,137.08,135.12,137.06,187067
2019-12-24,137.25,137.25,136.43,136.55,90108
2019-12-26,136.98,137.99,136.6,137.88,113717
2019-12-27,138.23,139.09,137.38,137.72,345127
2019-12-30,137.69,138.73,136.85,137.84,180116
2019-12-31,137.58,139.545,136.915,138.0,269112
2020-01-02,138.89,139.85,137.54,139.61,351568
2020-01-03,137.46,139.99,136.085,139.63,351424
2020-01-06,138.63,139.91,137.97,139.19,329976
2020-01-07,138.1,141.54,138.1,140.36,607132
2020-01-08,140.0,143.55,139.7,143.12,776959
2020-01-09,131.75,132.0,123.25,123.42,2446672
2020-01-10,122.6,123.71,120.8,121.24,1167357
2020-01-13,121.27,122.16,119.85,120.3,1132552
2020-01-14,120.3,120.895,118.29,118.66,606872
2020-01-15,118.61,122.14,118.61,121.27,788252
2020-01-16,121.75,123.45,120.76,122.4,398114
2020-01-17,122.97,123.95,122.55,123.28,564904
2020-01-21,123.1,123.42,121.15,122.62,510864
2020-01-22,123.86,123.98,121.61,122.05,307459
2020-01-23,121.41,123.63,120.8,122.78,472742
2020-01-24,123.5,123.5,120.8,121.49,238959
2020-01-27,120.05,121.39,118.4528,120.58,350919
2020-01-28,121.53,121.56,120.0,120.95,241005
2020-01-29,121.96,122.52,120.525,121.0,276433
2020-01-30,119.73,121.77,119.525,121.55,239359
2020-01-31,121.0,121.29,117.705,117.87,364644
2020-02-03,118.9,121.375,118.54,118.89,344691
2020-02-04,121.65,122.62,120.54,120.77,240681
2020-02-05,122.98,123.76,121.82,122.56,324476
2020-02-06,123.22,123.38,120.49,120.56,274575
2020-02-07,120.0,120.39,117.61,117.7,211351
2020-02-10,117.77,118.51,117.4551,118.46,281610
2020-02-11,119.13,121.48,118.8,118.86,283309
2020-02-12,120.03,121.17,118.8,119.21,303390
